데이터수집일자,순번,ECOS산업분류코드,ISTANS산업분류코드,조사년도,산업분류코드설명,재무제표계정과목명,재무제표계정과목금액,손익계산서계정과목명,손익계산서계정과목금액,생산력지표계정과목명,생산력지표계정과목금액,성장성지표계정과목명,성장성지표계정과목금액,국내시장규모금액,매출액,당기순이익,영업이익,자기자본비율,차입금의존도금액
20220115,1946,C10,0004,2018,제조업,당좌자산,2469207,당기순손익,77481,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1947,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1948,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1949,C10,0004,2018,제조업,부채및자본합계,3999024,매출원가,2308806,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1950,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1951,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1952,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1953,C10,0004,2018,제조업,당좌자산,2469207,당기순손익,77481,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1954,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1955,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1956,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1957,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,설비투자효율,28.6,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1958,C10,0004,2018,제조업,현금.현금성자산,717246,매출액,3123021,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1959,C10,0004,2018,제조업,당좌자산,2469207,매출총손익,814215,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1960,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1961,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1962,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1963,C10,0004,2018,제조업,유동자산,2881702,매출총손익,814215,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1964,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,기계투자효율,167.57,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1965,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1966,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1967,C10,0004,2018,제조업,당좌자산,2469207,매출원가,2308806,설비투자효율,28.6,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1968,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,7738,C12,1400,2019,제조업,,,,,,,,,,199612212,6032042,10239176,55,38
20220115,1969,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1970,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1971,C10,0004,2018,제조업,부채및자본합계,3999024,매출원가,2308806,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1972,C10,0004,2018,제조업,당좌자산,2469207,매출원가,2308806,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1973,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1974,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1975,C10,0004,2018,제조업,유동자산,2881702,매출총손익,814215,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1976,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1977,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1978,C10,0004,2018,제조업,현금.현금성자산,717246,매출액,3123021,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1979,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1980,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1981,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1982,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1983,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1984,C10,0004,2018,제조업,당좌자산,2469207,매출원가,2308806,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1985,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1986,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1987,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,1988,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1989,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1990,C10,0004,2018,제조업,유동자산,2881702,매출총손익,814215,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1991,C10,0004,2018,제조업,유동자산,2881702,매출총손익,814215,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1992,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1993,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,1994,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1995,C10,0004,2018,제조업,당좌자산,2469207,매출총손익,814215,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1996,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1997,C10,0004,2018,제조업,당좌자산,2469207,매출원가,2308806,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,1998,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,1999,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2000,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2001,C10,0004,2018,제조업,부채및자본합계,3999024,매출원가,2308806,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2002,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,설비투자효율,28.6,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,7739,C12,1400,2020,제조업,,,,,,,,,,,7790073,10544827,56,36
20220115,2003,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2004,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2005,C10,0004,2018,제조업,현금.현금성자산,717246,매출액,3123021,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2006,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2007,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2008,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2009,C10,0004,2018,제조업,당좌자산,2469207,매출원가,2308806,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2010,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2011,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2012,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,기계투자효율,167.57,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2013,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,설비투자효율,28.6,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2014,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2015,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2016,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2017,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2018,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2019,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2020,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2021,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,기계투자효율,167.57,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2022,C10,0004,2018,제조업,당좌자산,2469207,매출총손익,814215,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2023,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,기계투자효율,167.57,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2024,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2025,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2026,C10,0004,2018,제조업,당좌자산,2469207,매출원가,2308806,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2027,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2028,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2029,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,기계투자효율,167.57,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2030,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2031,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2032,C10,0004,2018,제조업,현금.현금성자산,717246,매출액,3123021,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2033,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2034,C10,0004,2018,제조업,부채및자본합계,3999024,매출원가,2308806,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2035,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2036,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,설비투자효율,28.6,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,7740,C12,1400,2021,제조업,,,,,,,,,,,,,, 
20220115,2037,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2038,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2039,C10,0004,2018,제조업,당좌자산,2469207,매출총손익,814215,노동소득분배율,81.62,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2040,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2041,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2042,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2043,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2044,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2045,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,노동소득분배율,81.62,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2046,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2047,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2048,C10,0004,2018,제조업,부채및자본합계,3999024,매출액,3123021,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2049,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2050,C10,0004,2018,제조업,당좌자산,2469207,당기순손익,77481,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2051,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2052,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2053,C10,0004,2018,제조업,당좌자산,2469207,당기순손익,77481,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2054,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2055,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2056,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2057,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,설비투자효율,28.6,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2058,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2059,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,설비투자효율,28.6,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2060,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2061,C10,0004,2018,제조업,유동자산,2881702,매출원가,2308806,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2062,C10,0004,2018,제조업,당좌자산,2469207,매출총손익,814215,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2063,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,총자본투자효율,5.82,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2064,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2065,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2066,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,기계투자효율,167.57,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2067,C10,0004,2018,제조업,유동자산,2881702,매출총손익,814215,총자본투자효율,5.82,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2068,C10,0004,2018,제조업,현금.현금성자산,717246,당기순손익,77481,노동소득분배율,81.62,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2069,C10,0004,2018,제조업,유동자산,2881702,매출액,3123021,기계투자효율,167.57,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2070,C10,0004,2018,제조업,당좌자산,2469207,매출액,3123021,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2071,C10,0004,2018,제조업,부채및자본합계,3999024,당기순손익,77481,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2072,C10,0004,2018,제조업,현금.현금성자산,717246,매출총손익,814215,총자본투자효율,5.82,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2073,C10,0004,2018,제조업,부채및자본합계,3999024,매출원가,2308806,기계투자효율,167.57,매출액증가율,-1.68,1631824545,1563889697,88377352,125480536,60,26
20220115,2074,C10,0004,2018,제조업,부채및자본합계,3999024,매출총손익,814215,노동소득분배율,81.62,유동자산증가율,-1.55,1631824545,1563889697,88377352,125480536,60,26
20220115,2075,C10,0004,2018,제조업,현금.현금성자산,717246,매출원가,2308806,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2076,C10,0004,2018,제조업,유동자산,2881702,당기순손익,77481,총자본투자효율,5.82,유형자산증가율,3.71,1631824545,1563889697,88377352,125480536,60,26
20220115,2077,C10,0004,2018,제조업,현금.현금성자산,717246,매출액,3123021,기계투자효율,167.57,총자산증가율,-1.97,1631824545,1563889697,88377352,125480536,60,26
20220115,2078,C10,0004,2019,제조업,유동자산,2880122,매출액,2970282,기계투자효율,170.02,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2079,C10,0004,2019,제조업,현금.현금성자산,499813,매출원가,2237534,기계투자효율,170.02,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2080,C10,0004,2019,제조업,현금.현금성자산,499813,당기순손익,-24776,총자본투자효율,6.51,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2081,C10,0004,2019,제조업,당좌자산,2403365,매출총손익,732747,기계투자효율,170.02,총자산증가율,-0.22,1630516377,1541790239,48291983,71818351,60,27
20220115,2082,C10,0004,2019,제조업,현금.현금성자산,499813,당기순손익,-24776,기계투자효율,170.02,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2083,C10,0004,2019,제조업,당좌자산,2403365,매출총손익,732747,총자본투자효율,6.51,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2084,C10,0004,2019,제조업,유동자산,2880122,당기순손익,-24776,기계투자효율,170.02,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2085,C10,0004,2019,제조업,부채및자본합계,4104578,매출액,2970282,기계투자효율,170.02,유형자산증가율,5.3,1630516377,1541790239,48291983,71818351,60,27
20220115,2086,C10,0004,2019,제조업,부채및자본합계,4104578,매출원가,2237534,노동소득분배율,101.6,총자산증가율,-0.22,1630516377,1541790239,48291983,71818351,60,27
20220115,2087,C10,0004,2019,제조업,당좌자산,2403365,매출원가,2237534,총자본투자효율,6.51,유형자산증가율,5.3,1630516377,1541790239,48291983,71818351,60,27
20220115,2088,C10,0004,2019,제조업,현금.현금성자산,499813,매출총손익,732747,기계투자효율,170.02,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2089,C10,0004,2019,제조업,부채및자본합계,4104578,매출총손익,732747,노동소득분배율,101.6,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2090,C10,0004,2019,제조업,유동자산,2880122,매출액,2970282,총자본투자효율,6.51,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2091,C10,0004,2019,제조업,부채및자본합계,4104578,당기순손익,-24776,총자본투자효율,6.51,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2092,C10,0004,2019,제조업,현금.현금성자산,499813,매출원가,2237534,기계투자효율,170.02,유형자산증가율,5.3,1630516377,1541790239,48291983,71818351,60,27
20220115,2093,C10,0004,2019,제조업,현금.현금성자산,499813,매출원가,2237534,기계투자효율,170.02,총자산증가율,-0.22,1630516377,1541790239,48291983,71818351,60,27
20220115,2094,C10,0004,2019,제조업,유동자산,2880122,매출원가,2237534,기계투자효율,170.02,유형자산증가율,5.3,1630516377,1541790239,48291983,71818351,60,27
20220115,2095,C10,0004,2019,제조업,유동자산,2880122,매출원가,2237534,기계투자효율,170.02,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2096,C10,0004,2019,제조업,당좌자산,2403365,매출액,2970282,총자본투자효율,6.51,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
20220115,2097,C10,0004,2019,제조업,부채및자본합계,4104578,매출원가,2237534,설비투자효율,29.96,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2098,C10,0004,2019,제조업,당좌자산,2403365,매출액,2970282,총자본투자효율,6.51,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2099,C10,0004,2019,제조업,현금.현금성자산,499813,매출액,2970282,노동소득분배율,101.6,총자산증가율,-0.22,1630516377,1541790239,48291983,71818351,60,27
20220115,2100,C10,0004,2019,제조업,부채및자본합계,4104578,매출액,2970282,기계투자효율,170.02,총자산증가율,-0.22,1630516377,1541790239,48291983,71818351,60,27
20220115,2101,C10,0004,2019,제조업,유동자산,2880122,매출총손익,732747,총자본투자효율,6.51,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2102,C10,0004,2019,제조업,현금.현금성자산,499813,매출액,2970282,총자본투자효율,6.51,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2103,C10,0004,2019,제조업,부채및자본합계,4104578,매출원가,2237534,총자본투자효율,6.51,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2104,C10,0004,2019,제조업,유동자산,2880122,매출총손익,732747,설비투자효율,29.96,매출액증가율,0.39,1630516377,1541790239,48291983,71818351,60,27
20220115,2105,C10,0004,2019,제조업,유동자산,2880122,당기순손익,-24776,노동소득분배율,101.6,유동자산증가율,0.34,1630516377,1541790239,48291983,71818351,60,27
